LoginTime 	 User 	 LogoutTime
 02-Aug-2019 16:01:57 	 Phuc 	
 02-Aug-2019 18:01:16 	 Phuc 	
 03-Aug-2019 15:13:06 	 Phuc 	03-Aug-2019 17:26:20
 04-Aug-2019 10:35:23 	 Wei 	
 05-Aug-2019 10:03:31 	 Phuc 	
 05-Aug-2019 10:04:46 	 Phuc 	
 05-Aug-2019 11:27:22 	 Phuc 	05-Aug-2019 12:54:51
 05-Aug-2019 15:32:23 	 Wei 	
 06-Aug-2019 16:20:26 	 Wei 	06-Aug-2019 18:01:52
 06-Aug-2019 18:47:08 	 Phuc 	07-Aug-2019 17:50:44
 08-Aug-2019 09:41:15 	 Wei 	
 08-Aug-2019 17:27:27 	 Phuc 	
 11-Aug-2019 13:32:06 	 Wei 	
 12-Aug-2019 09:56:05 	 Phuc 	
 12-Aug-2019 14:15:53 	 Wei 	
 12-Aug-2019 17:56:33 	 Gary 	
 13-Aug-2019 13:26:48 	 Gary 	
 14-Aug-2019 10:02:58 	 Phuc 	
 14-Aug-2019 10:14:49 	 Phuc 	
 14-Aug-2019 20:06:45 	 Wei 	
 15-Aug-2019 09:20:13 	 Wei 	
 16-Aug-2019 11:25:53 	 Gary 	
 16-Aug-2019 12:15:24 	 Gary 	
 16-Aug-2019 12:28:02 	 Gary 	
 16-Aug-2019 12:30:15 	 Gary 	
 16-Aug-2019 13:10:45 	 Gary 	
 26-Aug-2019 14:09:20 	 Wei 	
