LoginTime 	 User 	 LogoutTime
 01-Mar-2019 09:02:22 	 Gary 	
 01-Mar-2019 09:27:15 	 Gary 	
 01-Mar-2019 09:32:17 	 Gary 	
 01-Mar-2019 09:56:55 	 Gary 	
 01-Mar-2019 10:30:07 	 Gary 	
 01-Mar-2019 12:03:51 	 Gary 	
 01-Mar-2019 14:11:12 	 Gary 	
 04-Mar-2019 10:01:02 	 Phuc 	04-Mar-2019 10:41:27
 05-Mar-2019 14:16:11 	 Phuc 	05-Mar-2019 15:14:58
 06-Mar-2019 14:10:20 	 Phuc 	
 07-Mar-2019 09:12:03 	 Wei 	
 18-Mar-2019 14:35:05 	 Wei 	
 18-Mar-2019 14:50:43 	 Wei 	
 19-Mar-2019 09:18:25 	 Wei 	
 19-Mar-2019 14:41:28 	 Wei 	
 20-Mar-2019 18:58:06 	 Wei 	
 22-Mar-2019 08:25:39 	 Gary 	
 22-Mar-2019 10:58:16 	 Gary 	
 22-Mar-2019 12:21:36 	 Gary 	
 23-Mar-2019 11:10:41 	 Yanxiu 	23-Mar-2019 11:10:49
 23-Mar-2019 11:11:47 	 Yanxiu 	
 23-Mar-2019 13:11:57 	 Yanxiu 	
 23-Mar-2019 13:18:09 	 Yanxiu 	23-Mar-2019 16:38:09
 25-Mar-2019 16:58:34 	 Yanxiu 	
 25-Mar-2019 19:59:16 	 Wei 	
 26-Mar-2019 17:07:25 	 Phuc 	
 27-Mar-2019 15:19:14 	 Wei 	
 27-Mar-2019 15:36:55 	 Wei 	
 28-Mar-2019 09:39:16 	 Wei 	
