LoginTime 	 User 	 LogoutTime
 01-May-2019 10:41:13 	 Phuc 	
 02-May-2019 09:44:55 	 Wei 	
 02-May-2019 13:35:57 	 Wei 	
 03-May-2019 18:43:45 	 Phuc 	
 04-May-2019 11:19:24 	 Phuc 	
 04-May-2019 14:40:45 	 Phuc 	04-May-2019 16:11:29
 05-May-2019 14:02:57 	 Wei 	
 06-May-2019 11:16:48 	 Phuc 	
 06-May-2019 14:01:49 	 Wei 	
 07-May-2019 13:23:41 	 Wei 	
 07-May-2019 16:10:38 	 Wei 	
 07-May-2019 18:04:56 	 Phuc 	
 08-May-2019 10:28:54 	 Phuc 	
 08-May-2019 19:55:34 	 Wei 	
 08-May-2019 20:17:41 	 Wei 	
 09-May-2019 14:03:23 	 Wei 	
 10-May-2019 09:26:58 	 Gary 	
 10-May-2019 09:34:14 	 Gary 	
 10-May-2019 12:11:00 	 Gary 	
 10-May-2019 13:52:41 	 Gary 	
 10-May-2019 13:56:36 	 Gary 	10-May-2019 14:25:07
 10-May-2019 15:17:48 	 Phuc 	
 11-May-2019 14:32:00 	 Phuc 	
 12-May-2019 13:38:37 	 Wei 	
 13-May-2019 09:18:15 	 Phuc 	
 13-May-2019 15:44:47 	 Wei 	
 13-May-2019 17:26:09 	 Wei 	
 13-May-2019 17:35:22 	 Wei 	
 14-May-2019 10:01:09 	 Wei 	
 14-May-2019 19:49:14 	 Phuc 	14-May-2019 20:41:48
 15-May-2019 10:37:52 	 Phuc 	
 15-May-2019 18:22:43 	 Phuc 	
 16-May-2019 09:17:56 	 Wei 	
 16-May-2019 18:54:33 	 Phuc 	
 16-May-2019 20:02:43 	 Phuc 	
 17-May-2019 09:20:48 	 Gary 	17-May-2019 13:59:59
 17-May-2019 16:44:04 	 Phuc 	
 18-May-2019 12:07:17 	 Phuc 	18-May-2019 12:34:05
 19-May-2019 09:52:59 	 Phuc 	19-May-2019 10:48:05
 20-May-2019 09:42:56 	 Phuc 	20-May-2019 10:01:38
 20-May-2019 15:31:25 	 Wei 	
 21-May-2019 16:08:51 	 Wei 	
 21-May-2019 19:03:36 	 Phuc 	
 21-May-2019 19:41:57 	 Phuc 	22-May-2019 16:44:17
 28-May-2019 12:54:28 	 Wei 	
 29-May-2019 10:47:41 	 Phuc 	29-May-2019 15:07:34
 29-May-2019 21:29:14 	 Phuc 	
 30-May-2019 14:18:30 	 Wei 	
 30-May-2019 18:11:24 	 Phuc 	
 31-May-2019 09:39:27 	 Gary 	
 31-May-2019 09:57:07 	 Gary 	
 31-May-2019 12:40:39 	 Gary 	31-May-2019 13:46:56
 31-May-2019 13:58:52 	 Phuc 	
 31-May-2019 14:47:47 	 Phuc 	
