LoginTime 	 User 	 LogoutTime
 01-Dec-2016 13:24:24 	 aghapi 	01-Dec-2016 15:22:45
 02-Dec-2016 15:44:01 	 aghapi 	02-Dec-2016 16:28:06
 05-Dec-2016 11:15:09 	 aghapi 	05-Dec-2016 12:35:30
 05-Dec-2016 12:36:09 	 aghapi 	06-Dec-2016 10:04:20
 06-Dec-2016 11:20:06 	 aghapi 	06-Dec-2016 11:22:08
 06-Dec-2016 12:07:16 	 aghapi 	
 07-Dec-2016 11:21:22 	 aghapi 	07-Dec-2016 16:09:40
 08-Dec-2016 11:43:09 	 aghapi 	
 08-Dec-2016 14:34:53 	 aghapi 	
 08-Dec-2016 15:07:40 	 aghapi 	
 08-Dec-2016 18:59:05 	 aghapi 	
 09-Dec-2016 08:50:27 	 aghapi 	09-Dec-2016 12:41:06
 09-Dec-2016 12:41:31 	 aghapi 	
 12-Dec-2016 14:13:12 	 Wei 	
 12-Dec-2016 14:22:35 	 aghapi 	
 12-Dec-2016 14:29:21 	 aghapi 	12-Dec-2016 14:40:04
 12-Dec-2016 15:17:18 	 Wei 	12-Dec-2016 15:19:12
 12-Dec-2016 15:30:09 	 aghapi 	12-Dec-2016 15:50:42
 12-Dec-2016 15:51:39 	 aghapi 	12-Dec-2016 15:58:13
 12-Dec-2016 15:58:57 	 aghapi 	12-Dec-2016 16:14:04
 12-Dec-2016 16:36:07 	 aghapi 	
 12-Dec-2016 16:55:13 	 aghapi 	
 12-Dec-2016 17:11:38 	 Wei 	
 13-Dec-2016 09:39:40 	 Wei 	13-Dec-2016 09:40:31
 13-Dec-2016 09:44:17 	 Wei 	
 14-Dec-2016 15:10:57 	 aghapi 	14-Dec-2016 17:14:56
 15-Dec-2016 11:10:26 	 aghapi 	15-Dec-2016 11:12:18
 15-Dec-2016 11:12:47 	 aghapi 	
 15-Dec-2016 13:46:41 	 aghapi 	
 16-Dec-2016 11:33:12 	 aghapi 	16-Dec-2016 15:17:58
 16-Dec-2016 15:18:22 	 aghapi 	16-Dec-2016 15:37:03
 16-Dec-2016 15:38:33 	 aghapi 	16-Dec-2016 16:04:46
 16-Dec-2016 16:05:09 	 aghapi 	16-Dec-2016 16:30:33
 19-Dec-2016 09:09:00 	 Wei 	19-Dec-2016 10:57:41
 20-Dec-2016 12:42:46 	 aghapi 	20-Dec-2016 13:33:58
 20-Dec-2016 13:41:11 	 Wei 	20-Dec-2016 16:39:22
 21-Dec-2016 10:04:55 	 aghapi 	21-Dec-2016 10:05:44
 21-Dec-2016 10:06:16 	 aghapi 	21-Dec-2016 10:52:27
 21-Dec-2016 10:52:35 	 aghapi 	21-Dec-2016 10:52:45
 21-Dec-2016 11:51:08 	 Wei 	21-Dec-2016 16:52:14
 22-Dec-2016 09:29:22 	 aghapi 	22-Dec-2016 16:08:20
 22-Dec-2016 16:57:11 	 aghapi 	22-Dec-2016 16:58:02
 22-Dec-2016 19:00:21 	 aghapi 	22-Dec-2016 19:02:22
 23-Dec-2016 08:52:35 	 Wei 	
 23-Dec-2016 09:38:31 	 Wei 	
 23-Dec-2016 10:16:20 	 Wei 	
 23-Dec-2016 10:24:06 	 Wei 	
 23-Dec-2016 10:26:01 	 Wei 	
 23-Dec-2016 10:31:56 	 Wei 	
 23-Dec-2016 10:36:35 	 Wei 	23-Dec-2016 10:37:14
 23-Dec-2016 10:38:14 	 Wei 	23-Dec-2016 11:02:29
 23-Dec-2016 11:03:29 	 Wei 	
 23-Dec-2016 11:08:07 	 Wei 	
 23-Dec-2016 11:10:46 	 Wei 	
 23-Dec-2016 11:11:55 	 Wei 	
 23-Dec-2016 11:13:29 	 Wei 	
 23-Dec-2016 11:14:37 	 Wei 	23-Dec-2016 11:15:22
 23-Dec-2016 11:18:43 	 Wei 	
 23-Dec-2016 11:21:09 	 Wei 	23-Dec-2016 11:22:15
 23-Dec-2016 11:23:12 	 Wei 	23-Dec-2016 14:28:26
