LoginTime 	 User 	 LogoutTime
 05-Mar-2018 13:30:50 	 Wei 	
 05-Mar-2018 22:04:04 	 Wei 	05-Mar-2018 22:05:18
 05-Mar-2018 22:14:04 	 Wei 	05-Mar-2018 23:58:13
 06-Mar-2018 09:17:50 	 Wei 	
 06-Mar-2018 09:39:30 	 Wei 	
 06-Mar-2018 11:52:33 	 Wei 	
 06-Mar-2018 12:04:03 	 Wei 	
 06-Mar-2018 16:29:29 	 Wei 	
 06-Mar-2018 16:48:00 	 Wei 	06-Mar-2018 21:42:14
 12-Mar-2018 10:12:21 	 Wei 	
 13-Mar-2018 10:45:31 	 Yanxiu 	
 13-Mar-2018 11:42:18 	 Wei 	
 13-Mar-2018 11:49:41 	 Yanxiu 	
 13-Mar-2018 11:51:23 	 Yanxiu 	
 14-Mar-2018 11:13:30 	 Phuc 	
 19-Mar-2018 10:34:34 	 Wei 	19-Mar-2018 16:05:48
 22-Mar-2018 14:42:44 	 Wei 	22-Mar-2018 16:24:48
 26-Mar-2018 10:33:12 	 Wei 	26-Mar-2018 11:41:48
 26-Mar-2018 14:56:00 	 Phuc 	26-Mar-2018 17:05:16
 30-Mar-2018 15:06:06 	 Phuc 	
 30-Mar-2018 15:43:54 	 Phuc 	
 30-Mar-2018 16:01:47 	 Phuc 	
