LoginTime 	 User 	 LogoutTime
 02-Jun-2019 10:51:45 	 Phuc 	
 05-Jun-2019 12:37:13 	 Phuc 	05-Jun-2019 14:32:00
 05-Jun-2019 20:44:48 	 Wei 	
 06-Jun-2019 09:19:54 	 Wei 	
 07-Jun-2019 09:14:00 	 Gary 	
 07-Jun-2019 12:29:25 	 Gary 	
 07-Jun-2019 12:32:25 	 Gary 	
 08-Jun-2019 11:33:15 	 Phuc 	09-Jun-2019 13:41:54
 09-Jun-2019 13:50:27 	 Wei 	
 10-Jun-2019 08:49:41 	 Phuc 	10-Jun-2019 08:56:09
 10-Jun-2019 09:33:28 	 Phuc 	
 10-Jun-2019 09:36:52 	 Phuc 	
 10-Jun-2019 10:02:01 	 Phuc 	10-Jun-2019 10:59:12
 11-Jun-2019 17:11:14 	 Phuc 	
 12-Jun-2019 16:01:29 	 Phuc 	
 12-Jun-2019 16:12:10 	 Phuc 	
 12-Jun-2019 16:17:49 	 Phuc 	
 13-Jun-2019 11:07:36 	 Wei 	
 13-Jun-2019 11:25:43 	 Wei 	13-Jun-2019 15:28:44
 14-Jun-2019 09:00:54 	 Gary 	
 14-Jun-2019 13:27:12 	 Gary 	
 14-Jun-2019 13:45:44 	 Gary 	
 14-Jun-2019 13:52:03 	 Gary 	
 14-Jun-2019 13:57:08 	 Gary 	
 14-Jun-2019 13:59:31 	 Gary 	
 14-Jun-2019 14:15:57 	 Gary 	
 14-Jun-2019 21:03:42 	 Phuc 	
 15-Jun-2019 18:02:57 	 Phuc 	
 16-Jun-2019 09:51:13 	 Phuc 	
 16-Jun-2019 11:37:47 	 Phuc 	
 16-Jun-2019 13:52:35 	 Wei 	
 17-Jun-2019 09:21:35 	 Phuc 	
 17-Jun-2019 10:58:56 	 Phuc 	
 17-Jun-2019 13:57:15 	 Wei 	
 17-Jun-2019 15:27:43 	 Wei 	
 17-Jun-2019 20:02:02 	 Wei 	17-Jun-2019 20:14:21
 17-Jun-2019 20:23:05 	 Wei 	
 18-Jun-2019 08:56:18 	 Wei 	
 18-Jun-2019 13:40:42 	 Wei 	
 18-Jun-2019 20:00:46 	 Phuc 	
 19-Jun-2019 10:52:16 	 Phuc 	
 19-Jun-2019 19:49:55 	 Wei 	
 20-Jun-2019 09:30:02 	 Wei 	
 20-Jun-2019 18:19:49 	 Phuc 	
 20-Jun-2019 18:23:01 	 Phuc 	
 21-Jun-2019 08:58:51 	 Gary 	21-Jun-2019 17:33:58
 22-Jun-2019 11:22:42 	 Phuc 	
 24-Jun-2019 20:58:13 	 Joel 	24-Jun-2019 21:06:41
 25-Jun-2019 09:44:38 	 Wei 	
 25-Jun-2019 14:32:18 	 Wei 	
 26-Jun-2019 20:04:46 	 Wei 	
 27-Jun-2019 10:00:12 	 Joel 	27-Jun-2019 11:39:49
 27-Jun-2019 14:39:37 	 Joel 	27-Jun-2019 14:40:42
 27-Jun-2019 14:41:10 	 Joel 	27-Jun-2019 15:32:41
 27-Jun-2019 15:33:20 	 Joel 	27-Jun-2019 17:53:44
 28-Jun-2019 08:20:41 	 Gary 	
 28-Jun-2019 09:49:06 	 Gary 	
 28-Jun-2019 14:21:39 	 Gary 	
 28-Jun-2019 16:17:54 	 Phuc 	
 28-Jun-2019 16:26:26 	 Phuc 	
 28-Jun-2019 16:31:01 	 Phuc 	
 28-Jun-2019 16:40:08 	 Phuc 	
 28-Jun-2019 16:56:24 	 Phuc 	28-Jun-2019 19:01:19
 29-Jun-2019 10:25:18 	 Phuc 	29-Jun-2019 15:38:12
