LoginTime 	 User 	 LogoutTime
 02-Apr-2019 09:59:20 	 Wei 	
 02-Apr-2019 11:29:49 	 Gary 	
 04-Apr-2019 10:16:32 	 Wei 	
 08-Apr-2019 14:02:33 	 Wei 	
 11-Apr-2019 10:54:29 	 Yu 	
 11-Apr-2019 10:57:34 	 Yu 	
 11-Apr-2019 11:27:27 	 Yu 	
 11-Apr-2019 11:32:00 	 Yu 	
 11-Apr-2019 12:08:53 	 Yu 	
 11-Apr-2019 16:35:23 	 Yanxiu 	
 12-Apr-2019 10:35:08 	 Gary 	
 16-Apr-2019 16:21:45 	 Wei 	
 16-Apr-2019 16:46:41 	 Wei 	
 16-Apr-2019 21:10:22 	 Phuc 	
 16-Apr-2019 22:00:52 	 Phuc 	
 17-Apr-2019 11:46:45 	 Phuc 	
 17-Apr-2019 12:05:56 	 Phuc 	
 18-Apr-2019 13:50:39 	 Wei 	
 18-Apr-2019 15:14:12 	 Wei 	
 18-Apr-2019 17:52:41 	 Phuc 	
 19-Apr-2019 12:05:23 	 Wei 	
 22-Apr-2019 14:51:30 	 Wei 	
 25-Apr-2019 11:28:29 	 Wei 	
 25-Apr-2019 12:00:57 	 Wei 	
 25-Apr-2019 12:18:36 	 Wei 	
 25-Apr-2019 14:36:26 	 Wei 	
 26-Apr-2019 10:16:26 	 Wei 	
 26-Apr-2019 11:40:35 	 Wei 	
 27-Apr-2019 14:03:04 	 Wei 	
 27-Apr-2019 18:33:35 	 Phuc 	27-Apr-2019 19:42:30
 27-Apr-2019 20:59:50 	 Phuc 	27-Apr-2019 22:07:37
 28-Apr-2019 00:05:36 	 Phuc 	
 28-Apr-2019 08:15:05 	 Phuc 	
 28-Apr-2019 08:29:43 	 Phuc 	
 28-Apr-2019 08:40:16 	 Phuc 	
 28-Apr-2019 09:05:59 	 Phuc 	
 28-Apr-2019 13:16:04 	 Wei 	
 28-Apr-2019 20:12:54 	 Phuc 	28-Apr-2019 21:13:17
 29-Apr-2019 10:20:23 	 Phuc 	29-Apr-2019 11:13:35
 29-Apr-2019 14:46:07 	 Wei 	
 29-Apr-2019 19:02:16 	 Phuc 	
 30-Apr-2019 09:56:19 	 Gary 	
 30-Apr-2019 11:04:11 	 Gary 	
 30-Apr-2019 11:12:35 	 Gary 	
 30-Apr-2019 11:26:14 	 Gary 	
 30-Apr-2019 11:33:06 	 Gary 	
 30-Apr-2019 12:12:57 	 Gary 	30-Apr-2019 12:15:51
 30-Apr-2019 12:16:23 	 Gary 	30-Apr-2019 12:25:36
 30-Apr-2019 12:27:07 	 Gary 	
 30-Apr-2019 13:20:09 	 Gary 	
 30-Apr-2019 13:24:11 	 Gary 	
 30-Apr-2019 13:27:56 	 Gary 	
 30-Apr-2019 14:40:27 	 Gary 	30-Apr-2019 14:54:34
 30-Apr-2019 14:56:37 	 Gary 	30-Apr-2019 15:03:31
 30-Apr-2019 15:20:08 	 Gary 	
 30-Apr-2019 15:22:28 	 Gary 	30-Apr-2019 15:27:48
 30-Apr-2019 15:30:23 	 Gary 	30-Apr-2019 15:34:34
 30-Apr-2019 18:36:21 	 Phuc 	
